OSHPD_ID,FAC_NAME,FAC_ADDRESS_ONE,FAC_ADDRESS_TWO,FAC_CITY,FAC_ZIPCODE,FAC_PHONE,FAC_ADMIN_NAME,FAC_OPER_CURRYR,BEG_DATE,END_DATE,PARENT_NAME,PARENT_ADDRESS_ONE,PARENT_ADDRESS_TWO,PARENT_CITY,PARENT_STATE,PARENT_ZIPCODE,REPORT_PREP_NAME,LIC_STATUS,LIC_STATUS_DATE,LIC_ORIG_DATE,REPORT_STATUS,MCAL_PROVIDER_NO,MCARE_PROVIDER_NO,ACLAIMS_NO,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LICENSE_NO,LONGITUDE,LATITUDE,License_Category,Clin_FQHC_or_Like,Clin_95210_Rural,ComSvc_Adult_Day_Care,ComSvc_Child_Care,ComSvc_Education,ComSvc_Nutrition,ComSvc_Disaster_Relief,ComSvc_Environ_Health,ComSvc_Homeless,ComSvc_Legal,ComSvc_Outreach,ComSvc_Social_Svcs,ComSvc_Subst_Abuse,ComSvc_Transport,ComSvc_Voc_Training,ComSvc_Othr,Arabic_Lang_Stf,Arabic_Lang_Pt,Armenian_Lang_Stf,Armenian_Lang_Pt,Cambodian_Lang_Stf,Cambodian_Lang_Pt,Chinese_Lang_Stf,Chinese_Lang_Pt,Hindustani_Lang_Stf,Hindustani_Lang_Pt,Hmong_Lang_Stf,Hmong_Lang_Pt,Japanese_Lang_Stf,Japanese_Lang_Pt,Korean_Lang_Stf,Korean_Lang_Pt,Laotian_Lang_Stf,Laotian_Lang_Pt,Portugese_Lang_Stf,Portugese_Lang_Pt,Punjabi_Lang_Stf,Punjabi_Lang_Pt,Russian_Lang_Stf,Russian_Lang_Pt,Sign_Lang_Stf,Sign_Lang_Pt,Spanish_Lang_Stf,Spanish_Lang_Pt,Tagalog_Lang_Stf,Tagalog_Lang_Pt,Vietnamese_Lang_Stf,Vietnamese_Lang_Pt,Eng_Not_Prim_Pt_Percent,Lang_If_Eng_Not_Prim,Physn_Salary_FTE,Physn_Contract_FTE,Physn_Volunteer_FTE,Physn_TOTL_FTE,Physn_Enctr_FTE,Physn_Asst_Salary_FTE,Physn_Asst_Contract_FTE,Physn_Asst_Volunteer_FTE,Physn_Asst_TOTL_FTE,Physn_Asst_Enctr_FTE,Nur_Fam_Pract_Salary_FTE,Nur_Fam_Pract_Contract_FTE,Nur_Fam_Pract_Volunteer_FTE,Nur_Fam_Pract_TOTL_FTE,Nur_Fam_Pract_Enctr_FTE,Midwiv_Salary_FTE,Midwiv_Contract_FTE,Midwiv_Volunteer_FTE,Midwiv_TOTL_FTE,Midwiv_Enctr_FTE,Nur_Visit_Salary_FTE,Nur_Visit_Contract_FTE,Nur_Visit_Volunteer_FTE,Nur_Visit_TOTL_FTE,Nur_Visit_Enctr_FTE,Dentist_Salary_FTE,Dentist_Contract_FTE,Dentist_Volunteer_FTE,Dentist_TOTL_FTE,Dentist_Enctr_FTE,Dent_Hyg_Salary_FTE,Dent_Hyg_Contract_FTE,Dent_Hyg_Volunteer_FTE,Dent_Hyg_TOTL_FTE,Dent_Hyg_Enctr_FTE,PsyD_Salary_FTE,PsyD_Contract_FTE,PsyD_Volunteer_FTE,PsyD_TOTL_FTE,PsyD_Enctr_FTE,Psych_Clin_Salary_FTE,Psych_Clin_Contract_FTE,Psych_Clin_Volunteer_FTE,Psych_Clin_TOTL_FTE,Psych_Clin_Enctr_FTE,LCSW_Salary_FTE,LCSW_Contract_FTE,LCSW_Volunteer_FTE,LCSW_TOTL_FTE,LCSW_Enctr_FTE,Othr_MediCal_Provdr_Salary_FTE,Othr_MediCal_Provdr_Contract_FTE,Othr_MediCal_Provdr_Volunteer_FTE,Othr_MediCal_Provdr_TOTL_FTE,Othr_MediCal_Provdr_Enctr_FTE,Othr_CPSP_Providr_Salary_FTE,Othr_CPSP_Provdr_Contract_FTE,Othr_CPSP_Provdr_Volunteer_FTE,Othr_CPSP_Provdr_TOTL_FTE,Othr_CPSP_Provdr_Enctr_FTE,FTE_Salary_TOTL,FTE_Contract_TOTL,FTE_Volunteer_TOTL,FTE_GRAND_TOTL,Enctr_GRAND_TOTL,RDH_Salary_FTE,RDH_Contract_FTE,RDH_Volunteer_FTE,RDH_TOTL_FTE,RDH_Contact_FTE,Dent_Asst_Salary_FTE,Dent_Asst_Contract_FTE,Dent_Asst_Volunteer_FTE,Dent_Asst_TOTL_FTE,Dent_Asst_Contact_FTE,Dent_Asst_No_Lic_Salary_FTE,Dent_Asst_No_Lic_Contract_FTE,Dent_Asst_No_Lic_Volunteer_FTE,Dent_Asst_No_Lic_TOTL_FTE,Dent_Asst_No_Lic_Contact_FTE,Therapist_Marr_Fam(MFT)_Salary_FTE,Therapist_Marr_Fam(MFT)_Contract_FTE,Therapist_Marr_Fam(MFT)_Volunteer_FTE,Therapist_Marr_Fam(MFT)_TOTL_FTE,Therapist_Marr_Fam(MFT)_Contact_FTE,Nur_Regist_Salary_FTE,Nur_Regist_Contract_FTE,Nur_Regist_Volunteer_FTE,Nur_Regist_TOTL_FTE,Nur_Regist_Contact_FTE,LVN_Salary_FTE,LVN_Contract_FTE,LVN_Volunteer_FTE,LVN_TOTL_FTE,LVN_Contact_FTE,Med_Asst_No_Lic_Salary_FTE,Med_Asst_No_Lic_Contract_FTE,Med_Asst_No_Lic_Volunteer_FTE,Med_Asst_No_Lic_TOTL_FTE,Med_Asst_No_Lic_Contact_FTE,Pt_Educ_NonLic_Salary_FTE,Pt_Educ_NonLic_Contract_FTE,Pt_Educ_NonLic_Volunteer_FTE,Pt_Educ_NonLic_TOTL_FTE,Pt_Educ_NonLic_Contact_FTE,Subs_Abuse_Salary_FTE,Subs_Abuse_Contract_FTE,Subs_Abuse_Volunteer_FTE,Subs_Abuse_TOTL_FTE,Subs_Abuse_Contact_FTE,Billing_staff_Salary_FTE,Billing_staff_Contract_FTE,Billing_staff_Volunteer_FTE,Billing_staff_TOTL_FTE,Billing_staff_Contact_FTE,Other_Admin_Staff_Salary_FTE,Other_Admin_Staff_Contract_FTE,Other_Admin_Staff_Volunteer_FTE,Other_Admin_Staff_TOTL_FTE,Other_Admin_Staff_Contact_FTE,Othr_Provdr_Not_Enctr_Salary_FTE,Othr_Provdr_Not_Enctr_Contract_FTE,Othr_Provdr_Not_Enctr_Volunteer_FTE,Othr_Provdr_Not_Enctr_TOTL_FTE,Othr_Provdr_Not_Enctr_Contact_FTE,FTE__Salary_TOTL,FTE__Contract_TOTL,FTE__Volunteer_TOTL,FTE_Contacts_TOTL,FTE_Contacts_GRAND_TOTL,PCC_HEALTH_SERV_MEDICAL,PCC_HEALTH_SERV_DENTAL,PCC_HEALTH_SERV_VISION,PCC_HEALTH_SERV_MENTAL_HEALTH,PCC_HEALTH_SERV_SUBSTANCE_ABUSE,PCC_HEALTH_SERV_DOMESTIC_VIOLENCE,PCC_HEALTH_SERV_BASIC_LAB,PCC_HEALTH_SERV_RADIOLOGICAL_SERVICES,PCC_HEALTH_SERV_URGENT_CARE,PCC_HEALTH_SERV_PHARMACY,PCC_HEALTH_SERV_WOMENS_HEALTH
306174009,MENDOCINO COMMUNITY HEALTH CLINIC - LAKEVIEW HEALTH CENTER,5335 LAKESHORE BLVD,,LAKEPORT,95453,707-468-1010,Carole Press,Yes,1/1/17,12/31/17,"Mendocino Community Health Clinic,Inc.",333 Laws Ave,,Ukiah,CA,95482,Robert Klayman,Open,11/30/99,11/30/99,,,,110000926,4,2,3,6033000300,70.1,,01 - Northern California,Lake,110000350,-122.90292,39.10542,Community Clinic,FQHC,No,,,YES,,,,YES,,YES,,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,13,Spanish,2.95,,,2.95,6102,1.25,0.75,,2,4764,1.4,,,1.4,4513,0.25,,,0.25,441,,,,0,,3.15,,,3.15,10666,,,,0,7,1,,,1,1432,,,,0,,2.25,,,2.25,2577,0.35,,,0.35,1797,,,,0,,12.6,0.75,0,13.35,32299,,,,0,,7.08,,,7.08,,5.84,,,5.84,,,,,0,,2,,,2,,5.08,,,5.08,694,10.67,,,10.67,,,,,0,,,,,0,,2.48,,,2.48,,32.2,,,32.2,,,,,0,,65.35,0,0,65.35,694,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,
306494107,SEBASTOPOL COMMUNITY HEALTH CENTER,6800 PALM AVE,STE C,SEBASTOPOL,95472,707-869-1594,"Mary Szecsey, CEO",Yes,1/1/17,12/31/17,"West County Health Centers, Inc.",P. O. Box 1449,,Guerneville,CA,95446-1449,Gary Collins,Open,5/27/09,,,,,,10,2,2,6097153403,210.2,,03 - North Bay,Sonoma,550001080,-122.81773,38.39624,Community Clinic,FQHC,No,,,YES,YES,YES,,,,YES,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,7,Spanish,3.2,1,,4.2,7346,0.28,,,0.28,557,0.3,0.3,,0.6,1974,0.03,,,0.03,91,,,,0,0,,,,0,0,,,,0,0,,,,0,0,1.4,,,1.4,561,1.7,,,1.7,1428,,,,0,,0.9,,,0.9,944,7.81,1.3,0,9.11,12901,,,,0,,,,,0,,,,,0,,0.1,,,0.1,118,4.9,,,4.9,513,,,,0,,4.5,,,4.5,,0.07,,,0.07,36,,,,0,,2,,,2,,18.5,,,18.5,,,,,0,,30.07,0,0,30.07,667,Yes,,,Yes,Yes,,Yes,,Yes,,Yes
306234011,"MENDOCINO COMMUNITY HEALTH CLINIC, INC.",333 LAWS AVE,,UKIAH,95482,707-468-1010,Carole Press,Yes,1/1/17,12/31/17,"Mendocino Community Health Clinic, Inc.",333 Laws Ave,,Ukiah,CA,95482,Robert Klayman,Open,4/14/92,4/14/92,,,,110000608,2,2,2,6045011300,93.1,,01 - Northern California,Mendocino,110000236,-123.21112,39.12781,Community Clinic,FQHC,No,,,YES,,,,YES,,YES,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,28,Spanish,9.17,,,9.17,25889,3.55,,,3.55,12788,6.55,,,6.55,18934,7,,,7,7743,,,,0,,5.29,,,5.29,17493,,,,0,,1,,,1,1230,,,,0,,6.71,,,6.71,6571,1.05,,,1.05,2980,3.7,,,3.7,4978,44.02,0,0,44.02,98606,1.05,,,1.05,17,12.96,,,12.96,,2,,,2,,,,,0,,3,,,3,,12.17,,,12.17,1334,34.81,,,34.81,,0.5,,,0.5,,1.08,,,1.08,89,7.68,,,7.68,,101.12,,,101.12,,,,,0,,176.37,0,0,176.37,1440,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes
306544053,"ALTA FAMILY HEALTH CLINIC, INC.",888 N ALTA AVE,,DINUBA,93618,559-595-1000-2531,"Kuldip Thusu, PhD",Yes,1/1/17,12/31/17,N/A,920 North Alta Avenue,,Dinuba,CA,93618,Robert Manzanedo,Open,5/27/97,5/27/97,,,,120001542,26,14,22,6107000402,227.1,,09 - Central,Tulare,120000633,-119.39507,36.55286,Community Clinic,FQHC Look-Alike,YES,,,YES,YES,,,,,YES,,YES,YES,,,YES,YES,YES,YES,,,,YES,YES,,,,,,,,,,,,YES,YES,,,,,YES,YES,,YES,,,58,Spanish,1,0.82,0,1.82,6164,2,1.12,0,3.12,11930,1,0.1,0,1.1,2240,0,0.1,0,0.1,512,0,0,0,0,0,0,5.75,0,5.75,30108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.95,0,1.95,2201,0,0,0,0,0,5,8.84,0,13.84,53155,0,0,0,0,0,4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,20.5,0,1,0,0,1,0,0,0,0,0,0,4,0,0,4,,14.8,0,0,14.8,,0,0,0,0,,46.3,0,0,46.3,0,Yes,Yes,,Yes,,,Yes,,,Yes,Yes
306424107,GOLETA NEIGHBORHOOD CLINIC,5580 CALLE REAL,,GOLETA,93111,805-617-7878,"Nancy Tillie, CFO/COO",Yes,1/1/17,12/31/17,Santa Barbara Neighborhood Clinics,915 N Milps Street,2nd Floor,Santa Barbara,CA,93103-2331,Leslie Kearney,Open,6/3/15,,,,,,37,19,24,6083002914,181b,,10 - Santa Barbara/Ventura,Santa Barbara,550002691,-119.81832,34.4413,Community Clinic,FQHC,No,,,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,15,Spanish,1.56,0.3,0,1.86,6853,0.1,0,0,0.1,319,1.83,0,0,1.83,5594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0.85,590,0.87,0,0,0.87,990,0,0,0,0,514,0,0,0,0,0,5.21,0.3,0,5.51,14860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1.5,0,0,0,0,0,0,7.69,0,0,7.69,30,2.71,0,0,2.71,5726,1,0,0,1,0,2.5,0,0,2.5,,8.85,0,0,8.85,,0,0,0,0,,24.25,0,0,24.25,5756,Yes,,,Yes,,,Yes,,,,Yes
306404051,COMMUNITY HEALTH CENTERS MORRO BAY,660 HARBOR ST,,MORRO BAY,93442,805-929-3211,RONALD E CASTLE,No,1/1/17,12/31/17,,,,,,,William Ivers,Open,6/4/04,,,,,,35,17,24,6079010603,174,,08 - Mid-Coast,San Luis Obispo,50000585,-120.84573,35.3669,Community Clinic,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306404088,PACIFIC COAST HEALTH CENTER,689 TANK FARM RD,STE 220,SAN LUIS OBISPO,93401,805-541-1177,Linda Penny,Yes,1/1/17,12/31/17,Pacific Central Coast Health Centers,117 W Bunny Ave,,Santa Maria,CA,93458-2805,Debby Goodman,Open,6/4/14,,,,,,35,17,24,6079011503,172,,08 - Mid-Coast,San Luis Obispo,550002693,-120.64438,35.2478,Community Clinic,Neither,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,1,Spanish,2,,,2,6310,1,,,1,1711,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,3,0,0,3,8021,,,,0,,,,,0,,,,,0,,,,,0,,1,,,1,,,,,0,,2,,,2,,,,,0,,,,,0,,1,,,1,,3.5,,,3.5,,,,,0,,7.5,0,0,7.5,0,Yes,,,,,,,,,,
306404071,COMMUNITY HEALTH CENTERS MOBILE DENTAL,1551 BISHOP ST,,SAN LUIS OBISPO,93401,805-346-3900,RONALD E. CASTLE,Yes,1/1/17,12/31/17,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,2050 S. BLOSSER RD.,,SANTA MARIA,CA,93458,William Ivers,Open,6/6/08,,,,,,35,17,24,6079011001,172,,08 - Mid-Coast,San Luis Obispo,550000743,-120.6448129,35.2736393,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,34,Spanish,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0.8,,,0.8,1955,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0.8,0,0,0.8,1955,,,,0,,,,,0,,0.8,,,0.8,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1.29,,,1.29,,,,,0,,2.09,0,0,2.09,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306404066,COMMUNITY HEALTH CENTERS ATASCADERO,7512  MORRO RD,STE 7516,ATASCADERO,93422,805-346-3900,RONALD E. CASTLE,Yes,1/1/17,12/31/17,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,2050 S. BLOSSER RD.,,SANTA MARIA,CA,93458,William Ivers,Open,8/29/08,,,,,,35,17,24,6079012600,170,,08 - Mid-Coast,San Luis Obispo,50000586,-120.66751,35.47707,Community Clinic,FQHC,No,,,,,,,YES,,YES,,YES,YES,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,4,Spanish,0.97,,,0.97,4578,1,,,1,4878,,0.02,,0.02,324,,,,0,,,,,0,,,,,0,14,,,,0,,,,,0,,,,,0,,,,,0,447,,0.48,,0.48,1993,,,,0,393,1.97,0.5,0,2.47,12627,,,,0,,,,,0,,,,,0,,,,,0,,1,,,1,,,,,0,,2.81,,,2.81,,,,,0,,,,,0,,,,,0,,6.67,,,6.67,,,,,0,,10.48,0,0,10.48,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306404064,COMMUNITY HEALTH CENTERS WOMENS HEALTH,1551 BISHOP ST,STE 240,SAN LUIS OBISPO,93401,805-346-3900,RONALD E CASTLE,Yes,1/1/17,12/31/17,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,2050 S. BLOSSER RD.,,SANTA MARIA,CA,93458,William Ivers,Open,6/15/06,,,,,,35,17,24,6079011002,172,,08 - Mid-Coast,San Luis Obispo,50000584,-120.6459,35.2745,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,17,Spanish,1.73,0.05,,1.78,5677,,,,0,0,0.76,,,0.76,797,,,,0,0,,,,0,0,0.05,,,0.05,84,,,,0,0,,,,0,0,,,,0,0,0.78,,,0.78,121,0.5,0.11,,0.61,1250,0.5,0.11,,0.61,1516,4.32,0.27,0,4.59,9445,,,,0,,,,,0,,,,,0,,,,,0,,0.23,,,0.23,,,,,0,,5.56,,,5.56,,,,,0,,,,,0,,1,,,1,,7.42,,,7.42,,,,,0,,14.21,0,0,14.21,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306564103,CLINICAS DEL CAMINO REAL INC SANTA PAULA,500 E MAIN ST,,SANTA PAULA,93060,805-659-1740,"Fred Deharo, MPH",Yes,1/1/17,12/31/17,"Clinicas Del Camino Real, Inc.",1040 Flynn Rd,,Camarillo,CA,93012,Claudia Gallard,Open,5/15/98,5/15/98,,,,50001280,37,19,26,6111000600,237,,10 - Santa Barbara/Ventura,Ventura,50000511,-119.06854,34.35122,Community Clinic,FQHC,No,,,YES,YES,,YES,,,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,90,Spanish,1.6,,,1.6,6904,1,,,1,3980,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.1,,,0.1,193,0.4,,,0.4,465,,,,0,,0.5,,,0.5,814,3.6,0,0,3.6,12356,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,1,,,1,,6,,,6,,1,,,1,2460,,,,0,,,,,0,,6,,,6,,,,,0,,14,0,0,14,2460,Yes,,,Yes,,,Yes,,Yes,Yes,Yes
306404076,"COMMUNITY HEALTH CENTERS, ARROYO GRANDE",260 STATION WAY,,ARROYO GRANDE,93420,805-346-3900,RONALD E. CASTLE,Yes,1/1/17,12/31/17,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,2050 S. BLOSSER RD.,,SANTA MARIA,CA,93458,William Ivers,Open,5/13/11,,,,,,35,17,24,6079011800,171,,08 - Mid-Coast,San Luis Obispo,550001581,-120.5780464,35.1198227,Community Clinic,FQHC,No,,,,,,,YES,,YES,,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,15,Spanish,1.92,0.02,,1.94,10787,,,,0,546,1,0.52,,1.52,8201,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,7,0.89,,,0.89,777,,,,0,1393,3.81,0.54,0,4.35,21711,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,6.37,,,6.37,,,,,0,,,,,0,,1,,,1,,14.16,,,14.16,,2,,,2,,23.53,0,0,23.53,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306424074,COMMUNITY HEALTH CENTERS SANTA MARIA III,1414 S MILLER ST,STE 8,SANTA MARIA,93454,805-346-3900,RONALD E. CASTLE,Yes,1/1/17,12/31/17,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,2050 S. BLOSSER RD.,,SANTA MARIA,CA,93458,William Ivers,Open,5/12/08,,,,,,35,19,24,6083002103,180.1,,10 - Santa Barbara/Ventura,Santa Barbara,550000721,-120.43158,34.93661,Community Clinic,FQHC,No,,,YES,YES,,,YES,,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,81,Spanish,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0.89,,,0.89,3724,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,0.89,0,0,0.89,3724,,,,0,,2.57,,,2.57,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,2.35,,,2.35,,,,,0,,4.92,0,0,4.92,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
306198327,CHOICES WOMENS RESOURCE CENTER,3560 W TEMPLE AVE,STE H,POMONA,91768,909-444-2999-225,Corinne Shuster,Yes,1/1/17,12/31/17,A Womens Pregnancy Center,3560 W. Temple Ave Suite H,,Pomona,CA,91768-4312,Corinne Shuster,Open,11/17/16,,,,,,52,20,35,6037402402,78.2ss,San Gabriel Valley,11 - Los Angeles,Los Angeles,550003521,-117.81111,34.04815,Free Clinic,Neither,No,,,,,,,,,,,,,,YES,,,,,,,,YES,,,,,,,,,,,,,,,,,,,YES,YES,,,,YES,3,Spanish,,,0.03,0.03,173,,,0,0,0,,,0,0,0,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,0,0,0.03,0.03,173,,,,0,,,,,0,,,,,0,,,,,0,,0.5,,0.15,0.65,173,,,,0,,,,,0,,0.5,,0.22,0.72,,,,,0,,,,,0,,1.2,,0.06,1.26,,,,,0,,2.2,0,0.43,2.63,173,Yes,,,,,,,,,,Yes
306190007,TICHENOR ORTHOPEDIC CLINIC FOR CHILDREN,1660 TERMINO AVE,,LONG BEACH,90804,562-597-3696,Lori DeLaney,Yes,1/1/17,12/31/17,,,,,,,Lori DeLaney,Open,3/24/47,3/24/47,,,,960000126,70,33,47,6037575002,78.2lll,South Bay,11 - Los Angeles,Los Angeles,960000004,-118.14588,33.78781,Community Clinic,Neither,No,,,YES,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,YES,,YES,YES,YES,,,,46,Spanish,,0.1,,0.1,282,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,7.15,,,7.15,7972,,,,0,,7.15,0.1,0,7.25,8254,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,3.95,,,3.95,,,,,0,,3.95,0,0,3.95,0,Yes,,,,,,,,,,
306304563,CENTER FOR INHERITED BLOOD DISORDERS,1010 W LA VETA AVE,STE 670,ORANGE,92868,714-221-1200,Matthew Cianciulli,Yes,1/1/17,12/31/17,Center for Comprehensive Care  Diagnosis of Inherited Blood Disorders,2670 Main St Suite 150,,Santa Ana,CA,92705,Matt Cianciulli,Open,3/28/14,,,,,,68,37,46,6059076000,116h,,13 - Orange,Orange,550001889,-117.86337,33.78028,Community Clinic,Neither,No,,,YES,,,,,,,YES,,YES,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,YES,YES,,,YES,,19,Spanish,1.4,0.2,0,1.6,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,55,0,0,0,0,0,1,0,0,1,110,0,0,0,0,0,2.4,0.53,0,2.93,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,4.75,1683,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,2,,2,,,2,,10.75,0,0,10.75,1683,Yes,,,Yes,,,,,,Yes,
306304443,"ALTAMED MEDICAL GROUP-ANAHEIM-LINCOLN, WEST",1820 W LINCOLN AVE,,ANAHEIM,92801,714-399-0598,Moises Vargas,Yes,1/1/17,12/31/17,Altamed Health Services Corporation,2040 Camfield Avenue,,Los Angeles,CA,90040-1575,Nadia Gomez,Open,4/1/09,,,,,,65,29,46,6059087103,116c,,13 - Orange,Orange,550001014,-117.946792,33.8322004,Community Clinic,FQHC,No,,,YES,YES,,,,,,,,,,,YES,,,,,,YES,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,90,Spanish,2.35,0.2,,2.55,10976,1.5,,,1.5,5654,1.23,,,1.23,5377,,,,0,,,,,0,,,,,0,1,,,,0,,,,,0,,,,,0,,,,,0,,0.03,,,0.03,101,0.9,,,0.9,825,6.01,0.2,0,6.21,22934,,,,0,,,,,0,,,,,0,,,,,0,,1.59,,,1.59,6,4.8,,,4.8,,7.84,,,7.84,,0.18,,,0.18,,,,,0,,,,,0,,12.67,,,12.67,,,,,0,,27.08,0,0,27.08,6,Yes,,,,,,Yes,,Yes,Yes,Yes
306194297,PLANNED PARENTHOOD LOS ANGELES- BURBANK CENTER,916 W BURBANK BLVD,STE M,BURBANK,91506,213-284-3200,Margot Taylor,Yes,1/1/17,12/31/17,Planned Parenthood Los Angeles,400 W 30th Street,,Los Angeles,CA,90007,Margot Taylor,Open,4/24/92,4/24/92,,,,960001492,43,25,28,6037310800,78.2ttt,San Fernando Valley,11 - Los Angeles,Los Angeles,960000756,-118.3222662,34.1835718,Community Clinic,Neither,No,,,YES,,,,,,YES,,,,,,,,YES,,,,,,,,,,,,YES,,,,,,,,,,,,YES,YES,,,YES,,2,Spanish,,,,0,,0.35,,,0.35,343,15.89,,,15.89,15407,0.13,,,0.13,127,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0.01,,,0.01,14,,,,0,,16.38,0,0,16.38,15891,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,0,0,0,Yes,,,,,,Yes,,,,Yes
